"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - BZN|DE-LU","Actual Total Load [MW] - BZN|DE-LU"
"05.10.2019 14:15 - 05.10.2019 14:30","53899","52811"
"05.10.2019 14:30 - 05.10.2019 14:45","53852","52410"
"05.10.2019 14:45 - 05.10.2019 15:00","53424","52340"
"05.10.2019 15:00 - 05.10.2019 15:15","53387","52690"
"05.10.2019 15:15 - 05.10.2019 15:30","53176","52155"
"05.10.2019 15:30 - 05.10.2019 15:45","53011","52042"
"05.10.2019 15:45 - 05.10.2019 16:00","52821","51803"
"05.10.2019 16:00 - 05.10.2019 16:15","52853","51784"
"05.10.2019 16:15 - 05.10.2019 16:30","52779","51578"
"05.10.2019 16:30 - 05.10.2019 16:45","52879","51856"
"05.10.2019 16:45 - 05.10.2019 17:00","52884","51547"
"05.10.2019 17:00 - 05.10.2019 17:15","53112","52202"
"05.10.2019 17:15 - 05.10.2019 17:30","53025","52233"
"05.10.2019 17:30 - 05.10.2019 17:45","53416","52713"
"05.10.2019 17:45 - 05.10.2019 18:00","53518","52878"
"05.10.2019 18:00 - 05.10.2019 18:15","53772","53199"
"05.10.2019 18:15 - 05.10.2019 18:30","53887","53489"
"05.10.2019 18:30 - 05.10.2019 18:45","54013","53933"
"05.10.2019 18:45 - 05.10.2019 19:00","54050","54332"
"05.10.2019 19:00 - 05.10.2019 19:15","54456","55463"
"05.10.2019 19:15 - 05.10.2019 19:30","54780","55846"
"05.10.2019 19:30 - 05.10.2019 19:45","55018","55768"
"05.10.2019 19:45 - 05.10.2019 20:00","54682","54908"
"05.10.2019 20:00 - 05.10.2019 20:15","54038","54265"
"05.10.2019 20:15 - 05.10.2019 20:30","52958","53319"
"05.10.2019 20:30 - 05.10.2019 20:45","52118","52479"
"05.10.2019 20:45 - 05.10.2019 21:00","51312","51650"
"05.10.2019 21:00 - 05.10.2019 21:15","50630","50918"
"05.10.2019 21:15 - 05.10.2019 21:30","49756","50308"
"05.10.2019 21:30 - 05.10.2019 21:45","49309","49554"
"05.10.2019 21:45 - 05.10.2019 22:00","48666","48907"
"05.10.2019 22:00 - 05.10.2019 22:15","48606","48848"
"05.10.2019 22:15 - 05.10.2019 22:30","47796","48345"
"05.10.2019 22:30 - 05.10.2019 22:45","46820","47595"
"05.10.2019 22:45 - 05.10.2019 23:00","46273","46682"
"05.10.2019 23:00 - 05.10.2019 23:15","45382","45912"
"05.10.2019 23:15 - 05.10.2019 23:30","44811","45314"
"05.10.2019 23:30 - 05.10.2019 23:45","44214","44422"
"05.10.2019 23:45 - 06.10.2019 00:00","43653","43778"
"06.10.2019 00:00 - 06.10.2019 00:15","43635","43578"
"06.10.2019 00:15 - 06.10.2019 00:30","42974","42923"
"06.10.2019 00:30 - 06.10.2019 00:45","42601","42374"
"06.10.2019 00:45 - 06.10.2019 01:00","42235","41721"
"06.10.2019 01:00 - 06.10.2019 01:15","41751","40482"
"06.10.2019 01:15 - 06.10.2019 01:30","41312","39802"
"06.10.2019 01:30 - 06.10.2019 01:45","40889","39767"
"06.10.2019 01:45 - 06.10.2019 02:00","40687","39690"
"06.10.2019 02:00 - 06.10.2019 02:15","40258","39246"
"06.10.2019 02:15 - 06.10.2019 02:30","40212","39017"
"06.10.2019 02:30 - 06.10.2019 02:45","39970","39106"
"06.10.2019 02:45 - 06.10.2019 03:00","39994","38934"
"06.10.2019 03:00 - 06.10.2019 03:15","39956","39339"
"06.10.2019 03:15 - 06.10.2019 03:30","39929","39267"
"06.10.2019 03:30 - 06.10.2019 03:45","39885","39313"
"06.10.2019 03:45 - 06.10.2019 04:00","40008","39369"
"06.10.2019 04:00 - 06.10.2019 04:15","39977","39537"
"06.10.2019 04:15 - 06.10.2019 04:30","40209","39444"
"06.10.2019 04:30 - 06.10.2019 04:45","40162","39692"
"06.10.2019 04:45 - 06.10.2019 05:00","40394","39501"
"06.10.2019 05:00 - 06.10.2019 05:15","40750","40107"
"06.10.2019 05:15 - 06.10.2019 05:30","40627","39592"
"06.10.2019 05:30 - 06.10.2019 05:45","40532","39548"
"06.10.2019 05:45 - 06.10.2019 06:00","40501","39488"
"06.10.2019 06:00 - 06.10.2019 06:15","40738","39752"
"06.10.2019 06:15 - 06.10.2019 06:30","40982","39967"
"06.10.2019 06:30 - 06.10.2019 06:45","41406","39901"
"06.10.2019 06:45 - 06.10.2019 07:00","41870","40219"
"06.10.2019 07:00 - 06.10.2019 07:15","42054","40587"
"06.10.2019 07:15 - 06.10.2019 07:30","42088","40859"
"06.10.2019 07:30 - 06.10.2019 07:45","42685","41299"
"06.10.2019 07:45 - 06.10.2019 08:00","43352","41903"
"06.10.2019 08:00 - 06.10.2019 08:15","44427","43147"
"06.10.2019 08:15 - 06.10.2019 08:30","45025","43872"
"06.10.2019 08:30 - 06.10.2019 08:45","46091","44919"
"06.10.2019 08:45 - 06.10.2019 09:00","46699","45727"
"06.10.2019 09:00 - 06.10.2019 09:15","47571","46632"
"06.10.2019 09:15 - 06.10.2019 09:30","48369","47511"
"06.10.2019 09:30 - 06.10.2019 09:45","49024","48455"
"06.10.2019 09:45 - 06.10.2019 10:00","49698","48804"
"06.10.2019 10:00 - 06.10.2019 10:15","50051","49647"
"06.10.2019 10:15 - 06.10.2019 10:30","50857","50306"
"06.10.2019 10:30 - 06.10.2019 10:45","51232","50620"
"06.10.2019 10:45 - 06.10.2019 11:00","51833","51229"
"06.10.2019 11:00 - 06.10.2019 11:15","52427","52018"
"06.10.2019 11:15 - 06.10.2019 11:30","53311","52760"
"06.10.2019 11:30 - 06.10.2019 11:45","53764","53324"
"06.10.2019 11:45 - 06.10.2019 12:00","54078","53544"
"06.10.2019 12:00 - 06.10.2019 12:15","53645","53628"
"06.10.2019 12:15 - 06.10.2019 12:30","53680","53316"
"06.10.2019 12:30 - 06.10.2019 12:45","53307","53171"
"06.10.2019 12:45 - 06.10.2019 13:00","52827","52765"
"06.10.2019 13:00 - 06.10.2019 13:15","52286","52096"
"06.10.2019 13:15 - 06.10.2019 13:30","51630","51757"
"06.10.2019 13:30 - 06.10.2019 13:45","51246","51722"
"06.10.2019 13:45 - 06.10.2019 14:00","50764","51161"
"06.10.2019 14:00 - 06.10.2019 14:15","50495","51284"
"06.10.2019 14:15 - 06.10.2019 14:30","50245","51113"
"06.10.2019 14:30 - 06.10.2019 14:45","50112","50853"
"06.10.2019 14:45 - 06.10.2019 15:00","50058","50445"
"06.10.2019 15:00 - 06.10.2019 15:15","50098","50415"
"06.10.2019 15:15 - 06.10.2019 15:30","49906","50204"
"06.10.2019 15:30 - 06.10.2019 15:45","49744","50102"
"06.10.2019 15:45 - 06.10.2019 16:00","49558","49827"
"06.10.2019 16:00 - 06.10.2019 16:15","49834","50248"
"06.10.2019 16:15 - 06.10.2019 16:30","49527","50182"
"06.10.2019 16:30 - 06.10.2019 16:45","49479","50266"
"06.10.2019 16:45 - 06.10.2019 17:00","49629","50167"
"06.10.2019 17:00 - 06.10.2019 17:15","50153","50959"
"06.10.2019 17:15 - 06.10.2019 17:30","50395","51609"
"06.10.2019 17:30 - 06.10.2019 17:45","50762","51952"
"06.10.2019 17:45 - 06.10.2019 18:00","51374","52211"
"06.10.2019 18:00 - 06.10.2019 18:15","52057","53010"
"06.10.2019 18:15 - 06.10.2019 18:30","52321","53412"
"06.10.2019 18:30 - 06.10.2019 18:45","52396","53984"
"06.10.2019 18:45 - 06.10.2019 19:00","52553","54821"
"06.10.2019 19:00 - 06.10.2019 19:15","53376","55817"
"06.10.2019 19:15 - 06.10.2019 19:30","53448","55702"
"06.10.2019 19:30 - 06.10.2019 19:45","53621","55245"
"06.10.2019 19:45 - 06.10.2019 20:00","53562","54797"
"06.10.2019 20:00 - 06.10.2019 20:15","53443","54400"
"06.10.2019 20:15 - 06.10.2019 20:30","52672","53636"
"06.10.2019 20:30 - 06.10.2019 20:45","51958","52819"
"06.10.2019 20:45 - 06.10.2019 21:00","51265","51999"
"06.10.2019 21:00 - 06.10.2019 21:15","50844","51593"
"06.10.2019 21:15 - 06.10.2019 21:30","50344","51107"
"06.10.2019 21:30 - 06.10.2019 21:45","49908","50628"
"06.10.2019 21:45 - 06.10.2019 22:00","49912","50503"
"06.10.2019 22:00 - 06.10.2019 22:15","49883","50690"
"06.10.2019 22:15 - 06.10.2019 22:30","49084","50151"
"06.10.2019 22:30 - 06.10.2019 22:45","48407","49493"
"06.10.2019 22:45 - 06.10.2019 23:00","47591","48799"
"06.10.2019 23:00 - 06.10.2019 23:15","46712","47891"
"06.10.2019 23:15 - 06.10.2019 23:30","46055","47120"
"06.10.2019 23:30 - 06.10.2019 23:45","45492","46569"
"06.10.2019 23:45 - 07.10.2019 00:00","45101","45589"
"07.10.2019 00:00 - 07.10.2019 00:15","43911","44787"
"07.10.2019 00:15 - 07.10.2019 00:30","43531","44119"
"07.10.2019 00:30 - 07.10.2019 00:45","43055","43540"
"07.10.2019 00:45 - 07.10.2019 01:00","42741","42883"
"07.10.2019 01:00 - 07.10.2019 01:15","42424","42214"
"07.10.2019 01:15 - 07.10.2019 01:30","42113","41929"
"07.10.2019 01:30 - 07.10.2019 01:45","41807","41699"
"07.10.2019 01:45 - 07.10.2019 02:00","41699","41603"
"07.10.2019 02:00 - 07.10.2019 02:15","41395","41285"
"07.10.2019 02:15 - 07.10.2019 02:30","41290","41142"
"07.10.2019 02:30 - 07.10.2019 02:45","41353","41086"
"07.10.2019 02:45 - 07.10.2019 03:00","41422","41170"
"07.10.2019 03:00 - 07.10.2019 03:15","41371","41542"
"07.10.2019 03:15 - 07.10.2019 03:30","41560","41637"
"07.10.2019 03:30 - 07.10.2019 03:45","41673","41666"
"07.10.2019 03:45 - 07.10.2019 04:00","41887","41833"
"07.10.2019 04:00 - 07.10.2019 04:15","42394","42707"
"07.10.2019 04:15 - 07.10.2019 04:30","42886","42978"
"07.10.2019 04:30 - 07.10.2019 04:45","43545","43481"
"07.10.2019 04:45 - 07.10.2019 05:00","44235","44430"
"07.10.2019 05:00 - 07.10.2019 05:15","45928","46425"
"07.10.2019 05:15 - 07.10.2019 05:30","46942","47533"
"07.10.2019 05:30 - 07.10.2019 05:45","48358","48733"
"07.10.2019 05:45 - 07.10.2019 06:00","50376","50659"
"07.10.2019 06:00 - 07.10.2019 06:15","54062","54671"
"07.10.2019 06:15 - 07.10.2019 06:30","56789","57181"
"07.10.2019 06:30 - 07.10.2019 06:45","59008","59078"
"07.10.2019 06:45 - 07.10.2019 07:00","60285","61085"
"07.10.2019 07:00 - 07.10.2019 07:15","62192","63213"
"07.10.2019 07:15 - 07.10.2019 07:30","62921","64040"
"07.10.2019 07:30 - 07.10.2019 07:45","63400","64431"
"07.10.2019 07:45 - 07.10.2019 08:00","64148","65149"
"07.10.2019 08:00 - 07.10.2019 08:15","64986","65981"
"07.10.2019 08:15 - 07.10.2019 08:30","65473","66584"
"07.10.2019 08:30 - 07.10.2019 08:45","65652","66966"
"07.10.2019 08:45 - 07.10.2019 09:00","65710","67136"
"07.10.2019 09:00 - 07.10.2019 09:15","65278","66353"
"07.10.2019 09:15 - 07.10.2019 09:30","65555","66823"
"07.10.2019 09:30 - 07.10.2019 09:45","66141","67244"
"07.10.2019 09:45 - 07.10.2019 10:00","66383","67303"
"07.10.2019 10:00 - 07.10.2019 10:15","66253","67267"
"07.10.2019 10:15 - 07.10.2019 10:30","66821","67476"
"07.10.2019 10:30 - 07.10.2019 10:45","66954","67813"
"07.10.2019 10:45 - 07.10.2019 11:00","67314","67972"
"07.10.2019 11:00 - 07.10.2019 11:15","67629","67775"
"07.10.2019 11:15 - 07.10.2019 11:30","68140","68278"
"07.10.2019 11:30 - 07.10.2019 11:45","68403","68553"
"07.10.2019 11:45 - 07.10.2019 12:00","68555","68460"
"07.10.2019 12:00 - 07.10.2019 12:15","67887","67816"
"07.10.2019 12:15 - 07.10.2019 12:30","67866","67797"
"07.10.2019 12:30 - 07.10.2019 12:45","67854","67793"
"07.10.2019 12:45 - 07.10.2019 13:00","67606","67872"
"07.10.2019 13:00 - 07.10.2019 13:15","67377","67796"
"07.10.2019 13:15 - 07.10.2019 13:30","67139","67639"
"07.10.2019 13:30 - 07.10.2019 13:45","66479","66869"
"07.10.2019 13:45 - 07.10.2019 14:00","66009","66076"
"07.10.2019 14:00 - 07.10.2019 14:15","66117","65499"
"07.10.2019 14:15 - 07.10.2019 14:30","66061","65414"
"07.10.2019 14:30 - 07.10.2019 14:45","65538","64975"
"07.10.2019 14:45 - 07.10.2019 15:00","65590","64757"
"07.10.2019 15:00 - 07.10.2019 15:15","65593","64824"
"07.10.2019 15:15 - 07.10.2019 15:30","65349","64425"
"07.10.2019 15:30 - 07.10.2019 15:45","64906","63867"
"07.10.2019 15:45 - 07.10.2019 16:00","64287","63490"
"07.10.2019 16:00 - 07.10.2019 16:15","64019","63584"
"07.10.2019 16:15 - 07.10.2019 16:30","63518","63019"
"07.10.2019 16:30 - 07.10.2019 16:45","63349","63187"
"07.10.2019 16:45 - 07.10.2019 17:00","62944","62891"
"07.10.2019 17:00 - 07.10.2019 17:15","63089","63220"
"07.10.2019 17:15 - 07.10.2019 17:30","63094","63242"
"07.10.2019 17:30 - 07.10.2019 17:45","63342","63805"
"07.10.2019 17:45 - 07.10.2019 18:00","63445","64020"
"07.10.2019 18:00 - 07.10.2019 18:15","63249","64415"
"07.10.2019 18:15 - 07.10.2019 18:30","63243","64533"
"07.10.2019 18:30 - 07.10.2019 18:45","63201","65379"
"07.10.2019 18:45 - 07.10.2019 19:00","63406","66320"
"07.10.2019 19:00 - 07.10.2019 19:15","63844","67616"
"07.10.2019 19:15 - 07.10.2019 19:30","63922","67580"
"07.10.2019 19:30 - 07.10.2019 19:45","64068","67341"
"07.10.2019 19:45 - 07.10.2019 20:00","63982","66713"
"07.10.2019 20:00 - 07.10.2019 20:15","63173","65676"
"07.10.2019 20:15 - 07.10.2019 20:30","62025","64272"
"07.10.2019 20:30 - 07.10.2019 20:45","61010","63185"
"07.10.2019 20:45 - 07.10.2019 21:00","59958","62381"
"07.10.2019 21:00 - 07.10.2019 21:15","59043","61328"
"07.10.2019 21:15 - 07.10.2019 21:30","58095","60768"
"07.10.2019 21:30 - 07.10.2019 21:45","57217","59710"
"07.10.2019 21:45 - 07.10.2019 22:00","56323","58590"
"07.10.2019 22:00 - 07.10.2019 22:15","55968","57773"
"07.10.2019 22:15 - 07.10.2019 22:30","54917","56885"
"07.10.2019 22:30 - 07.10.2019 22:45","53730","55545"
"07.10.2019 22:45 - 07.10.2019 23:00","52768","54625"
"07.10.2019 23:00 - 07.10.2019 23:15","51497","52969"
"07.10.2019 23:15 - 07.10.2019 23:30","50572","51911"
"07.10.2019 23:30 - 07.10.2019 23:45","49817","51027"
"07.10.2019 23:45 - 08.10.2019 00:00","48978","50486"
"08.10.2019 00:00 - 08.10.2019 00:15","47436","49111"
"08.10.2019 00:15 - 08.10.2019 00:30","46941","48286"
"08.10.2019 00:30 - 08.10.2019 00:45","46526","47855"
"08.10.2019 00:45 - 08.10.2019 01:00","46012","47583"
"08.10.2019 01:00 - 08.10.2019 01:15","45585","46991"
"08.10.2019 01:15 - 08.10.2019 01:30","45431","46830"
"08.10.2019 01:30 - 08.10.2019 01:45","45020","46828"
"08.10.2019 01:45 - 08.10.2019 02:00","44977","46511"
"08.10.2019 02:00 - 08.10.2019 02:15","44444","46074"
"08.10.2019 02:15 - 08.10.2019 02:30","44280","46045"
"08.10.2019 02:30 - 08.10.2019 02:45","44285","46103"
"08.10.2019 02:45 - 08.10.2019 03:00","44342","46194"
"08.10.2019 03:00 - 08.10.2019 03:15","44321","46370"
"08.10.2019 03:15 - 08.10.2019 03:30","44436","46817"
"08.10.2019 03:30 - 08.10.2019 03:45","44547","47152"
"08.10.2019 03:45 - 08.10.2019 04:00","44746","47198"
"08.10.2019 04:00 - 08.10.2019 04:15","45198","47503"
"08.10.2019 04:15 - 08.10.2019 04:30","45529","48028"
"08.10.2019 04:30 - 08.10.2019 04:45","46043","48743"
"08.10.2019 04:45 - 08.10.2019 05:00","46610","49674"
"08.10.2019 05:00 - 08.10.2019 05:15","47960","51261"
"08.10.2019 05:15 - 08.10.2019 05:30","48763","52136"
"08.10.2019 05:30 - 08.10.2019 05:45","49906","53221"
"08.10.2019 05:45 - 08.10.2019 06:00","51321","54843"
"08.10.2019 06:00 - 08.10.2019 06:15","54415","58050"
"08.10.2019 06:15 - 08.10.2019 06:30","56693","60260"
"08.10.2019 06:30 - 08.10.2019 06:45","58458","62094"
"08.10.2019 06:45 - 08.10.2019 07:00","60196","63985"
"08.10.2019 07:00 - 08.10.2019 07:15","61665","66070"
"08.10.2019 07:15 - 08.10.2019 07:30","61857","67329"
"08.10.2019 07:30 - 08.10.2019 07:45","64754","68066"
"08.10.2019 07:45 - 08.10.2019 08:00","65406","68555"
"08.10.2019 08:00 - 08.10.2019 08:15","66131","69026"
"08.10.2019 08:15 - 08.10.2019 08:30","66776","69361"
"08.10.2019 08:30 - 08.10.2019 08:45","66873","69838"
"08.10.2019 08:45 - 08.10.2019 09:00","66841","70079"
"08.10.2019 09:00 - 08.10.2019 09:15","66431","69805"
"08.10.2019 09:15 - 08.10.2019 09:30","66768","70157"
"08.10.2019 09:30 - 08.10.2019 09:45","67256","70630"
"08.10.2019 09:45 - 08.10.2019 10:00","67443","70511"
"08.10.2019 10:00 - 08.10.2019 10:15","67345","70285"
"08.10.2019 10:15 - 08.10.2019 10:30","67884","70732"
"08.10.2019 10:30 - 08.10.2019 10:45","68212","71013"
"08.10.2019 10:45 - 08.10.2019 11:00","68598","71238"
"08.10.2019 11:00 - 08.10.2019 11:15","68951","71313"
"08.10.2019 11:15 - 08.10.2019 11:30","69542","72200"
"08.10.2019 11:30 - 08.10.2019 11:45","69756","72538"
"08.10.2019 11:45 - 08.10.2019 12:00","69762","72604"
"08.10.2019 12:00 - 08.10.2019 12:15","69106","71863"
"08.10.2019 12:15 - 08.10.2019 12:30","69178","71287"
"08.10.2019 12:30 - 08.10.2019 12:45","69152","71238"
"08.10.2019 12:45 - 08.10.2019 13:00","68974","71171"
"08.10.2019 13:00 - 08.10.2019 13:15","68792","71156"
"08.10.2019 13:15 - 08.10.2019 13:30","68568","70875"
"08.10.2019 13:30 - 08.10.2019 13:45","67926","70212"
"08.10.2019 13:45 - 08.10.2019 14:00","67268","69724"
"08.10.2019 14:00 - 08.10.2019 14:15","67289","69333"
"08.10.2019 14:15 - 08.10.2019 14:30","67294","68836"
"08.10.2019 14:30 - 08.10.2019 14:45","66882","68765"
"08.10.2019 14:45 - 08.10.2019 15:00","66708","68520"
"08.10.2019 15:00 - 08.10.2019 15:15","66672","68288"
"08.10.2019 15:15 - 08.10.2019 15:30","66323","67842"
"08.10.2019 15:30 - 08.10.2019 15:45","65908","67541"
"08.10.2019 15:45 - 08.10.2019 16:00","65458","67090"
"08.10.2019 16:00 - 08.10.2019 16:15","65256","66752"
"08.10.2019 16:15 - 08.10.2019 16:30","64881","66511"
"08.10.2019 16:30 - 08.10.2019 16:45","64571","66347"
"08.10.2019 16:45 - 08.10.2019 17:00","64176","66114"
"08.10.2019 17:00 - 08.10.2019 17:15","64230","66370"
"08.10.2019 17:15 - 08.10.2019 17:30","64256","66446"
"08.10.2019 17:30 - 08.10.2019 17:45","64425","66872"
"08.10.2019 17:45 - 08.10.2019 18:00","64466","66976"
"08.10.2019 18:00 - 08.10.2019 18:15","64093","66994"
"08.10.2019 18:15 - 08.10.2019 18:30","63992","67082"
"08.10.2019 18:30 - 08.10.2019 18:45","63958","67910"
"08.10.2019 18:45 - 08.10.2019 19:00","64146","68592"
"08.10.2019 19:00 - 08.10.2019 19:15","64595","69292"
"08.10.2019 19:15 - 08.10.2019 19:30","64642","68888"
"08.10.2019 19:30 - 08.10.2019 19:45","64587","68707"
"08.10.2019 19:45 - 08.10.2019 20:00","64502","68115"
"08.10.2019 20:00 - 08.10.2019 20:15","63705","66530"
"08.10.2019 20:15 - 08.10.2019 20:30","62707","65355"
"08.10.2019 20:30 - 08.10.2019 20:45","61575","64202"
"08.10.2019 20:45 - 08.10.2019 21:00","60580","63213"
"08.10.2019 21:00 - 08.10.2019 21:15","59685","62288"
"08.10.2019 21:15 - 08.10.2019 21:30","58668","61066"
"08.10.2019 21:30 - 08.10.2019 21:45","57746","59957"
"08.10.2019 21:45 - 08.10.2019 22:00","56832","59131"
"08.10.2019 22:00 - 08.10.2019 22:15","56224","58468"
"08.10.2019 22:15 - 08.10.2019 22:30","55010","57494"
"08.10.2019 22:30 - 08.10.2019 22:45","53853","56431"
"08.10.2019 22:45 - 08.10.2019 23:00","52813","55110"
"08.10.2019 23:00 - 08.10.2019 23:15","51538","53952"
"08.10.2019 23:15 - 08.10.2019 23:30","50641","53152"
"08.10.2019 23:30 - 08.10.2019 23:45","49855","52295"
"08.10.2019 23:45 - 09.10.2019 00:00","49146","51765"
"09.10.2019 00:00 - 09.10.2019 00:15","47667","50831"
"09.10.2019 00:15 - 09.10.2019 00:30","47168","49973"
"09.10.2019 00:30 - 09.10.2019 00:45","46636","49918"
"09.10.2019 00:45 - 09.10.2019 01:00","46232","49402"
"09.10.2019 01:00 - 09.10.2019 01:15","45791","48857"
"09.10.2019 01:15 - 09.10.2019 01:30","45550","48443"
"09.10.2019 01:30 - 09.10.2019 01:45","45062","48069"
"09.10.2019 01:45 - 09.10.2019 02:00","44865","47979"
"09.10.2019 02:00 - 09.10.2019 02:15","44470","47416"
"09.10.2019 02:15 - 09.10.2019 02:30","44426","47057"
"09.10.2019 02:30 - 09.10.2019 02:45","44439","47249"
"09.10.2019 02:45 - 09.10.2019 03:00","44486","47255"
"09.10.2019 03:00 - 09.10.2019 03:15","44638","47602"
"09.10.2019 03:15 - 09.10.2019 03:30","44650","47790"
"09.10.2019 03:30 - 09.10.2019 03:45","44754","48116"
"09.10.2019 03:45 - 09.10.2019 04:00","44968","48370"
"09.10.2019 04:00 - 09.10.2019 04:15","45444","49250"
"09.10.2019 04:15 - 09.10.2019 04:30","45822","49825"
"09.10.2019 04:30 - 09.10.2019 04:45","46315","50272"
"09.10.2019 04:45 - 09.10.2019 05:00","46951","50958"
"09.10.2019 05:00 - 09.10.2019 05:15","48340","52478"
"09.10.2019 05:15 - 09.10.2019 05:30","49097","53362"
"09.10.2019 05:30 - 09.10.2019 05:45","50233","54193"
"09.10.2019 05:45 - 09.10.2019 06:00","51870","55600"
"09.10.2019 06:00 - 09.10.2019 06:15","55052","58586"
"09.10.2019 06:15 - 09.10.2019 06:30","57125","60950"
"09.10.2019 06:30 - 09.10.2019 06:45","58831","62561"
"09.10.2019 06:45 - 09.10.2019 07:00","60326","64233"
"09.10.2019 07:00 - 09.10.2019 07:15","62041","66150"
"09.10.2019 07:15 - 09.10.2019 07:30","62863","66908"
"09.10.2019 07:30 - 09.10.2019 07:45","62716","67563"
"09.10.2019 07:45 - 09.10.2019 08:00","63249","68007"
"09.10.2019 08:00 - 09.10.2019 08:15","63781","68583"
"09.10.2019 08:15 - 09.10.2019 08:30","64128","69015"
"09.10.2019 08:30 - 09.10.2019 08:45","64420","68937"
"09.10.2019 08:45 - 09.10.2019 09:00","64491","69219"
"09.10.2019 09:00 - 09.10.2019 09:15","64268","68986"
"09.10.2019 09:15 - 09.10.2019 09:30","64654","69197"
"09.10.2019 09:30 - 09.10.2019 09:45","65079","69332"
"09.10.2019 09:45 - 09.10.2019 10:00","65451","69484"
"09.10.2019 10:00 - 09.10.2019 10:15","65353","69984"
"09.10.2019 10:15 - 09.10.2019 10:30","65575","70271"
"09.10.2019 10:30 - 09.10.2019 10:45","65892","70447"
"09.10.2019 10:45 - 09.10.2019 11:00","66252","70931"
"09.10.2019 11:00 - 09.10.2019 11:15","66520","71065"
"09.10.2019 11:15 - 09.10.2019 11:30","66953","71553"
"09.10.2019 11:30 - 09.10.2019 11:45","67208","71817"
"09.10.2019 11:45 - 09.10.2019 12:00","67376","71950"
"09.10.2019 12:00 - 09.10.2019 12:15","66948","71248"
"09.10.2019 12:15 - 09.10.2019 12:30","67003","71139"
"09.10.2019 12:30 - 09.10.2019 12:45","67023","70721"
"09.10.2019 12:45 - 09.10.2019 13:00","67110","70703"
"09.10.2019 13:00 - 09.10.2019 13:15","66926","70531"
"09.10.2019 13:15 - 09.10.2019 13:30","66669","70417"
"09.10.2019 13:30 - 09.10.2019 13:45","66332","70207"
"09.10.2019 13:45 - 09.10.2019 14:00","65771","69616"
"09.10.2019 14:00 - 09.10.2019 14:15","65783","69442"
"09.10.2019 14:15 - 09.10.2019 14:30","65624","68920"
"09.10.2019 14:30 - 09.10.2019 14:45","65453","68746"
"09.10.2019 14:45 - 09.10.2019 15:00","65100","68310"
"09.10.2019 15:00 - 09.10.2019 15:15","65232","68287"
"09.10.2019 15:15 - 09.10.2019 15:30","64565","67705"
"09.10.2019 15:30 - 09.10.2019 15:45","64273","67324"
"09.10.2019 15:45 - 09.10.2019 16:00","63860","66768"
"09.10.2019 16:00 - 09.10.2019 16:15","63589","66581"
"09.10.2019 16:15 - 09.10.2019 16:30","63143","66081"
"09.10.2019 16:30 - 09.10.2019 16:45","62980","65738"
"09.10.2019 16:45 - 09.10.2019 17:00","62618","65566"
"09.10.2019 17:00 - 09.10.2019 17:15","62421","65548"
"09.10.2019 17:15 - 09.10.2019 17:30","62235","65612"
"09.10.2019 17:30 - 09.10.2019 17:45","62401","65706"
"09.10.2019 17:45 - 09.10.2019 18:00","62582","66051"
"09.10.2019 18:00 - 09.10.2019 18:15","62593","66197"
"09.10.2019 18:15 - 09.10.2019 18:30","62806","66251"
"09.10.2019 18:30 - 09.10.2019 18:45","63034","66776"
"09.10.2019 18:45 - 09.10.2019 19:00","63484","67586"
"09.10.2019 19:00 - 09.10.2019 19:15","64189","68366"
"09.10.2019 19:15 - 09.10.2019 19:30","64021","68214"
"09.10.2019 19:30 - 09.10.2019 19:45","63745","67905"
"09.10.2019 19:45 - 09.10.2019 20:00","63506","67074"
"09.10.2019 20:00 - 09.10.2019 20:15","62472","65889"
"09.10.2019 20:15 - 09.10.2019 20:30","61458","64806"
"09.10.2019 20:30 - 09.10.2019 20:45","60619","64044"
"09.10.2019 20:45 - 09.10.2019 21:00","59738","62839"
"09.10.2019 21:00 - 09.10.2019 21:15","58883","61880"
"09.10.2019 21:15 - 09.10.2019 21:30","58087","61045"
"09.10.2019 21:30 - 09.10.2019 21:45","57140","60233"
"09.10.2019 21:45 - 09.10.2019 22:00","56184","59275"
"09.10.2019 22:00 - 09.10.2019 22:15","55597","58453"
"09.10.2019 22:15 - 09.10.2019 22:30","54640","57452"
"09.10.2019 22:30 - 09.10.2019 22:45","53597","56361"
"09.10.2019 22:45 - 09.10.2019 23:00","52647","55274"
"09.10.2019 23:00 - 09.10.2019 23:15","51311","53984"
"09.10.2019 23:15 - 09.10.2019 23:30","50454","52923"
"09.10.2019 23:30 - 09.10.2019 23:45","49681","52173"
"09.10.2019 23:45 - 10.10.2019 00:00","48963","51186"
"10.10.2019 00:00 - 10.10.2019 00:15","48418","50502"
"10.10.2019 00:15 - 10.10.2019 00:30","47849","49503"
"10.10.2019 00:30 - 10.10.2019 00:45","47383","49680"
"10.10.2019 00:45 - 10.10.2019 01:00","46990","48995"
"10.10.2019 01:00 - 10.10.2019 01:15","46447","48540"
"10.10.2019 01:15 - 10.10.2019 01:30","46013","48045"
"10.10.2019 01:30 - 10.10.2019 01:45","45711","47995"
"10.10.2019 01:45 - 10.10.2019 02:00","45407","47874"
"10.10.2019 02:00 - 10.10.2019 02:15","45022","47509"
"10.10.2019 02:15 - 10.10.2019 02:30","44978","46885"
"10.10.2019 02:30 - 10.10.2019 02:45","44931","47179"
"10.10.2019 02:45 - 10.10.2019 03:00","45137","47356"
